example_id,source_id,quantity,value,units,evidence_status,method,caveat,sheet_page
G025,R01,tenancy_capacity,2,tenancies,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 24, building_id 25"
G025,R01,jobs_per_premised_business,12,jobs per Business,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 24, building_id 25"
G025,R01,roof_rise_m,3.908,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 24, building_id 25"
G025,R01,roof_pitch_degrees,32.329,degrees,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 24, building_id 25"
G026,R01,east_west_m,28.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 25, building_id 26"
G026,R01,south_north_m,20.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 25, building_id 26"
G026,R01,wall_m,7.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 25, building_id 26"
G026,R01,floor_m2,1120,m2,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 25, building_id 26"
G026,R01,tenancy_capacity,2,tenancies,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 25, building_id 26"
G026,R01,jobs_per_premised_business,11,jobs per Business,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 25, building_id 26"
G026,R01,roof_rise_m,3.457,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 25, building_id 26"
G026,R01,roof_pitch_degrees,33.744,degrees,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 25, building_id 26"
G027,R01,east_west_m,44.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 26, building_id 27"
G027,R01,south_north_m,16.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 26, building_id 27"
G027,R01,wall_m,7.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 26, building_id 27"
G027,R01,floor_m2,1408,m2,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 26, building_id 27"
G027,R01,tenancy_capacity,3,tenancies,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 26, building_id 27"
G027,R01,jobs_per_premised_business,9,jobs per Business,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 26, building_id 27"
G027,R01,roof_rise_m,4.333,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 26, building_id 27"
G027,R01,roof_pitch_degrees,27.426,degrees,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 26, building_id 27"
G028,R01,east_west_m,24.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 27, building_id 28"
G028,R01,south_north_m,24.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 27, building_id 28"
G028,R01,wall_m,10.5,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 27, building_id 28"
G028,R01,floor_m2,1728,m2,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 27, building_id 28"
G028,R01,tenancy_capacity,4,tenancies,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 27, building_id 28"
G028,R01,jobs_per_premised_business,9,jobs per Business,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 27, building_id 28"
G028,R01,roof_rise_m,3.555,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 27, building_id 28"
G028,R01,roof_pitch_degrees,29.929,degrees,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 27, building_id 28"
G029,R01,east_west_m,60.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 28, building_id 29"
G029,R01,south_north_m,16.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 28, building_id 29"
G029,R01,wall_m,7.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 28, building_id 29"
G029,R01,floor_m2,1920,m2,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 28, building_id 29"
G029,R01,tenancy_capacity,4,tenancies,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 28, building_id 29"
G029,R01,jobs_per_premised_business,10,jobs per Business,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 28, building_id 29"
G029,R01,roof_rise_m,4.458,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 28, building_id 29"
G029,R01,roof_pitch_degrees,28.097,degrees,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 28, building_id 29"
G030,R01,east_west_m,56.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 29, building_id 30"
G030,R01,south_north_m,24.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 29, building_id 30"
G030,R01,wall_m,10.5,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 29, building_id 30"
G030,R01,floor_m2,4032,m2,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 29, building_id 30"
G030,R01,tenancy_capacity,10,tenancies,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 29, building_id 30"
G030,R01,jobs_per_premised_business,8,jobs per Business,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 29, building_id 30"
G030,R01,roof_rise_m,3.409,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 29, building_id 30"
G030,R01,roof_pitch_degrees,28.902,degrees,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 29, building_id 30"
G031,R01,east_west_m,20.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 30, building_id 31"
G031,R01,south_north_m,28.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 30, building_id 31"
G031,R01,wall_m,7.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 30, building_id 31"
G031,R01,floor_m2,1120,m2,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 30, building_id 31"
G031,R01,tenancy_capacity,2,tenancies,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 30, building_id 31"
G031,R01,jobs_per_premised_business,11,jobs per Business,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 30, building_id 31"
G031,R01,roof_rise_m,3.088,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 30, building_id 31"
G031,R01,roof_pitch_degrees,30.825,degrees,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 30, building_id 31"
G032,R01,east_west_m,28.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 31, building_id 32"
G032,R01,south_north_m,20.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 31, building_id 32"
G032,R01,wall_m,7.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 31, building_id 32"
G032,R01,floor_m2,1120,m2,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 31, building_id 32"
G032,R01,tenancy_capacity,2,tenancies,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 31, building_id 32"
G032,R01,jobs_per_premised_business,11,jobs per Business,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 31, building_id 32"
G032,R01,roof_rise_m,2.998,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 31, building_id 32"
G032,R01,roof_pitch_degrees,30.085,degrees,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 31, building_id 32"
G033,R01,east_west_m,16.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 32, building_id 33"
G033,R01,south_north_m,56.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 32, building_id 33"
G033,R01,wall_m,10.5,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 32, building_id 33"
G033,R01,floor_m2,2688,m2,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 32, building_id 33"
G033,R01,tenancy_capacity,6,tenancies,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 32, building_id 33"
G033,R01,jobs_per_premised_business,9,jobs per Business,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 32, building_id 33"
G033,R01,roof_rise_m,4.094,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 32, building_id 33"
G033,R01,roof_pitch_degrees,26.119,degrees,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 32, building_id 33"
G034,R01,east_west_m,20.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 33, building_id 34"
G034,R01,south_north_m,28.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 33, building_id 34"
G034,R01,wall_m,10.5,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 33, building_id 34"
G034,R01,floor_m2,1680,m2,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 33, building_id 34"
G034,R01,tenancy_capacity,4,tenancies,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 33, building_id 34"
G034,R01,jobs_per_premised_business,8,jobs per Business,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 33, building_id 34"
G034,R01,roof_rise_m,2.676,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 33, building_id 34"
G034,R01,roof_pitch_degrees,27.344,degrees,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 33, building_id 34"
G035,R01,east_west_m,20.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 34, building_id 35"
G035,R01,south_north_m,20.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 34, building_id 35"
G035,R01,wall_m,10.5,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 34, building_id 35"
G035,R01,floor_m2,1200,m2,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 34, building_id 35"
G035,R01,tenancy_capacity,3,tenancies,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 34, building_id 35"
G035,R01,jobs_per_premised_business,8,jobs per Business,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 34, building_id 35"
G035,R01,roof_rise_m,3.222,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 34, building_id 35"
G035,R01,roof_pitch_degrees,31.907,degrees,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 34, building_id 35"
G036,R01,east_west_m,28.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 35, building_id 36"
G036,R01,south_north_m,16.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 35, building_id 36"
G036,R01,wall_m,10.5,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 35, building_id 36"
G036,R01,floor_m2,1344,m2,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 35, building_id 36"
G036,R01,tenancy_capacity,3,tenancies,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 35, building_id 36"
G036,R01,jobs_per_premised_business,9,jobs per Business,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 35, building_id 36"
G036,R01,roof_rise_m,4.138,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 35, building_id 36"
G036,R01,roof_pitch_degrees,26.362,degrees,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 35, building_id 36"
G037,R01,east_west_m,28.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 36, building_id 37"
G037,R01,south_north_m,20.0,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 36, building_id 37"
G037,R01,wall_m,10.5,m,documented,Recorded draw transform; unit wall/roof mesh,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 36, building_id 37"
G037,R01,floor_m2,1680,m2,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 36, building_id 37"
G037,R01,tenancy_capacity,4,tenancies,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 36, building_id 37"
G037,R01,jobs_per_premised_business,8,jobs per Business,documented,Deterministic reconstruction from recorded geometry + code,"Checkpoint sample, not new simulation. Output rounded to 0.001 m. Capacity is ceiling, not observed use; jobs per Business not whole Building.","artifacts/visual-study/roof-proportions/daylight-near.tsv: draw_index 36, building_id 37"
